numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCAZA10478		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	boulengeri		Ecuador	Carchi	Desconocido	Desconocido	Lita	ECUADOR: Imbabura: Lita. Preservado el 23 de abril de 1997. Mantenido en el laboratorio en terrario 42, hoja 2.  	Georreferenciación	585	585	WGS 84	0.86956	-78.45017999999999		1997-03-22T00:00:00	1997-03-22T00:00:00					Elicio Tapia		0			
QCAZA10480		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	boulengeri		Ecuador	Carchi	Desconocido	Desconocido	Lita	ECUADOR: Imbabura: Lita. Muestra de tejido muscular y de hígado en alcohol al 95%. Mantendio en laboratorio terrario 42, hoja 2. Tejidos donados a Kyle Summers. Véase recibo QCAZ 43.  	Georreferenciación	585	585	WGS 84	0.86956	-78.45017999999999		1997-03-01T00:00:00	1997-03-01T00:00:00					Elicio Tapia		0			
QCAZA10481		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	bocagei		Ecuador	Sucumbíos	Desconocido	Desconocido	Río Reventador 	ECUADOR: Sucumbíos: Río Reventador. Colectados en la noche, metamorfoseados en cautiverio, encontrado muerto el 12 de mayo de 1997. Mantenido en terrario 42 (hoja 1), 50 (hoja 3), y 19 (hoja 2).  	Información insuficiente o imprecisa para georeferenciación			Desconocido				1996-11-22T00:00:00	1996-11-22T00:00:00					Andrés Vallejo	2010-12-03T00:00:00	0			
QCAZA10494	OT176	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Chalcapa, vía Girón Pasaje, Valle de Yunguilla, Chalcápac, orillas del Río Girón	ECUADOR: Azuay: Chalcapa, Vía Girón Pasaje, Valle de Yunguilla, Chalcápac.  Altitud: 1550msnm - -1923msnm Latitud: -3,2333333330000000316 Longitud: -79,2 	Indeterminada	1550	1923	Desconocido	-3.233333	-79.2		1997-01-11T00:00:00	1997-01-11T00:00:00					Omar Torres		0			
QCAZA10495	OT170	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Chalcapa, Vía Girón Pasaje, Valle de Yunguilla, Chalcápac, orillas del Río Girón 	ECUADOR: Azuay: Chalcapa, Vía Girón Pasaje, Valle de Yunguilla, Chalcápac. Orillas del río Girón.  Altitud: 1350msnm - -1923msnm Latitud: -3,2333333330000000316 Longitud: -79,2 	Indeterminada	1350	1923	Desconocido	-3.233333	-79.2		1997-01-11T00:00:00	1997-01-11T00:00:00					Omar Torres		0			
QCAZA10496	OT169	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Chalcapa, Vía Girón Pasaje, Valle de Yunguilla, Chalcápac, orillas del Río Girón 	ECUADOR: Azuay: Chalcapa, Vía Girón Pasaje, Valle de Yunguilla, Chalcápac. .  Altitud: 1350msnm - -1923msnm Latitud: -3,2333333330000000316 Longitud: -79,2 Información Ecológica: Orillas del río Girón. 	Indeterminada	1550	1923	Desconocido	-3.233333	-79.2		1997-01-11T00:00:00	1997-01-11T00:00:00					Omar Torres		0			
QCAZA105		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Oophaga	sylvatica		Ecuador	Esmeraldas	Desconocido	Desconocido	La Boca	ECUADOR: Esmeraldas: La Boca.   	Georreferenciación			WGS 84	1.133	-78.77400		1985-06-01T00:00:00	1985-06-01T00:00:00					Giovanni Onore		0			
QCAZA10514		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Orellana	Orellana	Alejandro Labaka	Parque Nacional Yasuní, Estación Científica Yasuní PUCE 	ECUADOR: Orellana: Parque Nacional Yasuní.   	Georreferenciación	230	230	WGS 84	-0.675	-76.397		1997-02-18T00:00:00	1997-02-18T00:00:00					Giovanni Onore	2002-04-30T00:00:00	0			
QCAZA10523		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Manabí	Desconocido	Desconocido	Río Ayampe	ECUADOR: Manabí: Río Ayape.  Altitud: 50msnm - 	Georreferenciación	50	50	WGS 84	-1.673243	-80.80935		1995-02-15T00:00:00	1995-02-15T00:00:00					Néstor Acosta	2012-09-21T00:00:00	0			
QCAZA10541		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Ximena Cordovéz		0			
QCAZA10542		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Ximena Cordovéz		0			
QCAZA10543		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	parvula		Ecuador	Orellana	Orellana	Dayuma	Bloques 17 y 14, Pozo Hormiguero 1	ECUADOR: Orellana: Pozo Hormiguero, 1 Bloque H14.  Altitud: 220msnm - 	Georreferenciación	220	220	WGS 84	-0.751183	-76.777725		1996-06-18T00:00:00	1996-06-18T00:00:00					Morley Read	2002-03-02T00:00:00	0			
QCAZA10544		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10545		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10546		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10547		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10548		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10549		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10550		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10551		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10552		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10553		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10554		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10555		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10556		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10557		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10558		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10559		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10560		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo 	ECUADOR: Manabí: 12Km al Norte de Puerto Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-04-06T00:00:00	1996-04-06T00:00:00					Ximena Cordovéz		0			
QCAZA10569	CP384	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	bilinguis		Ecuador	Orellana	Orellana	Alejandro Labaka	Parque Nacional Yasuní, vía Pompeya Sur - Iro, cuadrante de los monos	ECUADOR: Napo: Estación Científica Yasuní.  Altitud: 220msnm - Información Ecológica: En sendero de monos, sobre hojarascas, día con pocas nubes	Indeterminada	220	220		-0.677166667	-76.40116667		1997-02-02T00:00:00	1997-02-02T00:00:00					Xavier Cisneros	2009-03-03T00:00:00	1			
QCAZA10587	CP366	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Orellana	Orellana	Alejandro Labaka	Parque Nacional Yasuní, vía Pompeya Sur - Iro, cuadrante de los monos	ECUADOR: Napo: Estación Científica Yasuní.  Altitud: 220msnm - Información Ecológica: En sendero de monos, en hojarasca, día con pocas nubes. 	Indeterminada	220	220		-0.677166667	-76.40116667		1997-02-02T00:00:00	1997-02-02T00:00:00					Tania Lozada		1			
QCAZA10589	CP408	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	hahneli		Ecuador	Orellana	Orellana	Alejandro Labaka	Parque Nacional Yasuní, Estación Científica Yasuní PUCE, sendero Tinamou A	ECUADOR: Napo: Estación Científica Yasuní.  Altitud: 220msnm - Información Ecológica: En sendero # 8A, sobre hojarasca, noche con llovizna	Indeterminada	220	220		-0.677166667	-76.40116667		1997-06-02T00:00:00	1997-02-06T00:00:00					Xavier Cisneros		1			
QCAZA10625		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	boulengeri		Ecuador	Esmeraldas	Desconocido	Desconocido	Vía Lita-San Lorenzo, cerca a La Boca	ECUADOR: Esmeraldas: Vía Lita-San Lorenzo, cerca a La Boca.   	Georreferenciación			WGS 84	1.133	-78.77400		1997-03-01T00:00:00	1997-03-01T00:00:00					George Fletcher		0			
QCAZA10632	MR649	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	parvula		Ecuador	Pastaza	Desconocido	Desconocido	Palanda (entre Molino y Sarayacu), terraza  aluvial cerca a Río Bobonaza	ECUADOR: Pastaza: Planada (entre Molino y Sarayacu).   Latitud: -1,5833330000000001014 Longitud: -80,849997999999999365 Información Ecológica: Cantando en el día, en rama  a 30cm del suelo . Terraza  aluvial cerca a río Bobonaza.	Georreferenciación			Desconocido	-1.583333	-77.38299		1997-02-05T00:00:00	1997-02-05T00:00:00					Morley Read	2002-03-15T00:00:00	0			
QCAZA10633	MR891	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Lolino, a orillas del Río Bonaza	ECUADOR: Pastaza: Aprox. 2 Km al sur de casas y chacras de Jatun Lolino, a orillas del río Bonaza.   Latitud: 1,8241499999999999382 Longitud: -77,318883333333303653 Información Ecológica: Activos en hojarasca en el día. 	Indeterminada			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10634	MR892	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Lolino, a orillas del Río Bonaza	ECUADOR: Pastaza: Aprox. 2 Km al sur de casas y chacras de Jatun Lolino, a orillas del río Bonaza.   Latitud: 1,8241499999999999382 Longitud: -77,318883333333303653 Información Ecológica: Activos en hojarasca en el día. 	Indeterminada			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10635	MR893	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Lolino, a orillas del Río Bonaza	ECUADOR: Pastaza: Aprox. 2 Km al sur de casas y chacras de Jatun Lolino, a orillas del río Bonaza.   Latitud: 1,8241499999999999382 Longitud: -77,318883333333303653 Información Ecológica: Activos en hojarasca en el día. 	Indeterminada			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10636	MR894	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Lolino, a orillas del Río Bonaza	ECUADOR: Pastaza: Aprox. 2 Km al sur de casas y chacras de Jatun Lolino, a orillas del río Bonaza.   Latitud: 1,8241499999999999382 Longitud: -77,318883333333303653 Información Ecológica: Activos en hojarasca en el día. 	Indeterminada			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10637	MR895	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	ventrimaculata		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Lolino, a orillas del Río Bonaza	ECUADOR: Pastaza: Aprox. 2 Km al sur de casas y chacras de Jatun Lolino, a orillas del río Bonaza.   Latitud: 1,8241499999999999382 Longitud: -77,318883333333303653 Información Ecológica: Activos en hojarasca en el día. 	Indeterminada			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10639	MR887	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Pastaza	Desconocido	Desconocido	Aproximadamente 2 km al sur de casas y chacras de Jatun Molino, a la orilla del Río Bobonaza	ECUADOR: Pastaza: 0  	Georreferenciación			Desconocido	-1.824149	-77.31888		1997-02-08T00:00:00	1997-02-08T00:00:00					Morley Read		0			
QCAZA10640	MR888	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Pastaza	Desconocido	Desconocido	Laguna cerca de Jatun Molino	ECUADOR: Pastaza: 0  	Georreferenciación			Desconocido	-1.786999	-77.26399		1997-02-03T00:00:00	1997-02-03T00:00:00					Morley Read		0			
QCAZA10641	MR889	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Pastaza	Desconocido	Desconocido	Laguna cerca de Jatun Molino	ECUADOR: Pastaza: 0  	Georreferenciación			Desconocido	-1.786999	-77.26399		1997-02-03T00:00:00	1997-02-03T00:00:00					Morley Read		0			
QCAZA10642	MR890	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Pastaza	Desconocido	Desconocido	Norte de Jatun Molino, entre Ríos Bobonaza y Rutuno	ECUADOR: Pastaza: 0  	Georreferenciación			Desconocido	-1.776000	-77.34399		1997-02-04T00:00:00	1997-02-04T00:00:00					Morley Read		0			
QCAZA10643	MR885	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	sauli		Ecuador	Pastaza	Desconocido	Desconocido	Huayusmura, lomas aproximadamente de 600 m, entre Ríos Oso y Copotaza	ECUADOR: Pastaza: Huayusmura, lomas aproximadamente de 600m, entre ríos Oso y Copotaza. Cantando después de lluvia.   Latitud: 1,9458833333333331872 Longitud: -77,544749999999993406 Información Ecológica: Encontrado cantando junto a riahuelo pequeño, 10m río abajo, donde sale tunel de tiera. 	Indeterminada			Desconocido	-1.945883	-77.54474		1997-02-19T00:00:00	1997-02-19T00:00:00					Morley Read	2010-12-03T00:00:00	0			
QCAZA10655	MR884	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	cevallosi		Ecuador	Pastaza	Desconocido	Desconocido	400 m al sur de 01º53,956´S, 77º29,722´W	ECUADOR: Pastaza: S. Sarayacu.   N: S1733333 E: E77483330 Zona:  Datum:  	Georreferenciación			WGS 84	-1.473333	-77.48332		1997-01-02T00:00:00						Morley Read	2002-03-02T00:00:00	0			
QCAZA10662		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10663		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10664		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10665		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10666		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10667		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10673		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10674		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo.   	Georreferenciación			WGS 84	-1.26	-80.73900		1996-06-12T00:00:00	1996-06-12T00:00:00					Néstor Acosta		0			
QCAZA10679	JX56	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Sucumbíos	Desconocido	Desconocido	Reserva de Producción Faunística Cuyabeno 	ECUADOR: Sucumbíos: Reserva de Producción Faunística Cuyabeno. Encontrado muerto y fijado el 7 de abril de 1997 en terrario 17 del laboratorio, hoja 1, y en terrario 28, hoja 2.  	Georreferenciación			WGS 84	-0.25971	-75.88859		1996-09-12T00:00:00	1996-09-12T00:00:00					Xavier Cisneros		0			
QCAZA10687	CP339	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Orellana	Orellana	Alejandro Labaka	Parque Nacional Yasuní, Estación Científica Yasuní PUCE 	ECUADOR: Orellana: Parque Nacional Yasuní.   	Georreferenciación	220	220	WGS 84	-0.675	-76.397		1997-06-02T00:00:00	1997-02-06T00:00:00					Leezett Timpe	2000-10-03T00:00:00	0			
QCAZA10688		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Manabí	Desconocido	Desconocido	12 km al norte de Puerto Cayo	ECUADOR: Manabí: 12 Km al norte de Pto. Cayo .   	Georreferenciación			WGS 84	-1.26	-80.73900		1995-08-27T00:00:00	1995-08-27T00:00:00					Gloria Correa		0			
QCAZA10689		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Manabí	Desconocido	Desconocido	Río Ayampe 	ECUADOR: Manabí: Río Ayape.   Información Ecológica: Renacuajo cerca a poza en el dorso de un macho. 	Georreferenciación			WGS 84	-1.673243	-80.80935		1996-06-21T00:00:00	1996-06-21T00:00:00					Ximena Cordovéz		0			
QCAZA10690		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	toachi		Ecuador	Esmeraldas	Desconocido	Desconocido	3,5 km al oeste de Durango 	ECUADOR: Esmeraldas: 3,5Km al oeste de Durango.   	Georreferenciación			WGS 84	1.063164	-78.64725		1995-08-27T00:00:00	1995-08-27T00:00:00					Luis Coloma		0			
QCAZA10691		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Desconocido	Desconocido	Desconocido	Nacido en cautiverio	ECUADOR: Nacido en cuativerio en el laboratorio terrario 8  	Información insuficiente o imprecisa para georeferenciación			Desconocido				1996-01-01T00:00:00	1996-01-01T00:00:00					Nacido en cautiverio		0			
QCAZA10692		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Manabí	Desconocido	Desconocido	Río Ayampe	ECUADOR: Manabí: Río Ayape.   	Georreferenciación			WGS 84	-1.673243	-80.80935		1996-06-21T00:00:00	1996-06-21T00:00:00					Ximena Cordovéz	2012-09-21T00:00:00	0			
QCAZA10693		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Manabí	Desconocido	Desconocido	Río Ayampe	ECUADOR: Manabí: Río Ayape. Macho con renacuajos en la espalda.  	Georreferenciación			WGS 84	-1.673243	-80.80935		1996-06-21T00:00:00	1996-06-21T00:00:00					Ximena Cordovéz		0			
QCAZA10694		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Manabí	Desconocido	Desconocido	Río Ayampe	ECUADOR: Manabí: Río Ayape.   	Georreferenciación			WGS 84	-1.673243	-80.80935		1996-06-21T00:00:00	1996-06-21T00:00:00					Ximena Cordovéz	2012-09-21T00:00:00	0			
